Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 00:00:00,05/19/13 01:00:00,1789
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 00:00:00,05/19/13 01:00:00,1498
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 00:00:00,05/19/13 01:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 00:00:00,05/19/13 01:00:00,8589934592
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 00:00:00,05/19/13 01:00:00,8884
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 00:00:00,05/19/13 01:00:00,8816
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 01:00:00,05/19/13 02:00:00,11
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 01:00:00,05/19/13 02:00:00,39
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 01:00:00,05/19/13 02:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 01:00:00,05/19/13 02:00:00,8589934592
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 01:00:00,05/19/13 02:00:00,9804
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 01:00:00,05/19/13 02:00:00,9804
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 02:00:00,05/19/13 03:00:00,3567
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 02:00:00,05/19/13 03:00:00,5120
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 02:00:00,05/19/13 03:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 02:00:00,05/19/13 03:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 02:00:00,05/19/13 03:00:00,7877
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 02:00:00,05/19/13 03:00:00,4879
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/19/13 02:00:00,05/19/13 03:00:00,192
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 02:00:00,05/19/13 03:00:00,1
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 03:00:00,05/19/13 04:00:00,11556
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 03:00:00,05/19/13 04:00:00,13507
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 03:00:00,05/19/13 04:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 03:00:00,05/19/13 04:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 03:00:00,05/19/13 04:00:00,5691901
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 03:00:00,05/19/13 04:00:00,853321
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 03:00:00,05/19/13 04:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 03:00:00,05/19/13 04:00:00,403587
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 03:00:00,05/19/13 04:00:00,349386
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 04:00:00,05/19/13 05:00:00,65
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 04:00:00,05/19/13 05:00:00,18
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 04:00:00,05/19/13 05:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 04:00:00,05/19/13 05:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 04:00:00,05/19/13 05:00:00,15455
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 04:00:00,05/19/13 05:00:00,30731
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 04:00:00,05/19/13 05:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 04:00:00,05/19/13 05:00:00,685584
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 04:00:00,05/19/13 05:00:00,596990
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 05:00:00,05/19/13 06:00:00,25
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 05:00:00,05/19/13 06:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 05:00:00,05/19/13 06:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 05:00:00,05/19/13 06:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 05:00:00,05/19/13 06:00:00,1980
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 05:00:00,05/19/13 06:00:00,1556
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 05:00:00,05/19/13 06:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 05:00:00,05/19/13 06:00:00,691841
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 05:00:00,05/19/13 06:00:00,578007
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 06:00:00,05/19/13 07:00:00,3324
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 06:00:00,05/19/13 07:00:00,2702
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 06:00:00,05/19/13 07:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 06:00:00,05/19/13 07:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 06:00:00,05/19/13 07:00:00,8112
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 06:00:00,05/19/13 07:00:00,11944
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 06:00:00,05/19/13 07:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 06:00:00,05/19/13 07:00:00,633155
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 06:00:00,05/19/13 07:00:00,543610
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 07:00:00,05/19/13 08:00:00,34
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 07:00:00,05/19/13 08:00:00,5
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 07:00:00,05/19/13 08:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 07:00:00,05/19/13 08:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 07:00:00,05/19/13 08:00:00,1913
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 07:00:00,05/19/13 08:00:00,960
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 07:00:00,05/19/13 08:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 07:00:00,05/19/13 08:00:00,660292
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 07:00:00,05/19/13 08:00:00,573855
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 08:00:00,05/19/13 09:00:00,24
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 08:00:00,05/19/13 09:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 08:00:00,05/19/13 09:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 08:00:00,05/19/13 09:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 08:00:00,05/19/13 09:00:00,1320
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 08:00:00,05/19/13 09:00:00,912
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 08:00:00,05/19/13 09:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 08:00:00,05/19/13 09:00:00,650950
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 08:00:00,05/19/13 09:00:00,552273
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 09:00:00,05/19/13 10:00:00,27
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 09:00:00,05/19/13 10:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 09:00:00,05/19/13 10:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 09:00:00,05/19/13 10:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 09:00:00,05/19/13 10:00:00,1768
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 09:00:00,05/19/13 10:00:00,1264
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 09:00:00,05/19/13 10:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 09:00:00,05/19/13 10:00:00,635513
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 09:00:00,05/19/13 10:00:00,549490
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 10:00:00,05/19/13 11:00:00,30
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 10:00:00,05/19/13 11:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 10:00:00,05/19/13 11:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 10:00:00,05/19/13 11:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 10:00:00,05/19/13 11:00:00,1325
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 10:00:00,05/19/13 11:00:00,912
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 10:00:00,05/19/13 11:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 10:00:00,05/19/13 11:00:00,648769
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 10:00:00,05/19/13 11:00:00,555492
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 11:00:00,05/19/13 12:00:00,29
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 11:00:00,05/19/13 12:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 11:00:00,05/19/13 12:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 11:00:00,05/19/13 12:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 11:00:00,05/19/13 12:00:00,1525
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 11:00:00,05/19/13 12:00:00,1216
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 11:00:00,05/19/13 12:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 11:00:00,05/19/13 12:00:00,653364
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 11:00:00,05/19/13 12:00:00,567305
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 12:00:00,05/19/13 13:00:00,25
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 12:00:00,05/19/13 13:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 12:00:00,05/19/13 13:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 12:00:00,05/19/13 13:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 12:00:00,05/19/13 13:00:00,2125
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 12:00:00,05/19/13 13:00:00,912
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 12:00:00,05/19/13 13:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 12:00:00,05/19/13 13:00:00,581441
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 12:00:00,05/19/13 13:00:00,499003
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 13:00:00,05/19/13 14:00:00,29
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 13:00:00,05/19/13 14:00:00,5
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 13:00:00,05/19/13 14:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 13:00:00,05/19/13 14:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 13:00:00,05/19/13 14:00:00,1388
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 13:00:00,05/19/13 14:00:00,912
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 13:00:00,05/19/13 14:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 13:00:00,05/19/13 14:00:00,604066
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 13:00:00,05/19/13 14:00:00,523345
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 14:00:00,05/19/13 15:00:00,24
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 14:00:00,05/19/13 15:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 14:00:00,05/19/13 15:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 14:00:00,05/19/13 15:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 14:00:00,05/19/13 15:00:00,1705
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 14:00:00,05/19/13 15:00:00,1216
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 14:00:00,05/19/13 15:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 14:00:00,05/19/13 15:00:00,566779
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 14:00:00,05/19/13 15:00:00,499740
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 15:00:00,05/19/13 16:00:00,29
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 15:00:00,05/19/13 16:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 15:00:00,05/19/13 16:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 15:00:00,05/19/13 16:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 15:00:00,05/19/13 16:00:00,1924
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 15:00:00,05/19/13 16:00:00,960
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 15:00:00,05/19/13 16:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 15:00:00,05/19/13 16:00:00,569889
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 15:00:00,05/19/13 16:00:00,505505
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 16:00:00,05/19/13 17:00:00,28
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 16:00:00,05/19/13 17:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 16:00:00,05/19/13 17:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 16:00:00,05/19/13 17:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 16:00:00,05/19/13 17:00:00,2131
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 16:00:00,05/19/13 17:00:00,1140
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 16:00:00,05/19/13 17:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 16:00:00,05/19/13 17:00:00,500405
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 16:00:00,05/19/13 17:00:00,440265
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 17:00:00,05/19/13 18:00:00,25
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 17:00:00,05/19/13 18:00:00,2
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 17:00:00,05/19/13 18:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 17:00:00,05/19/13 18:00:00,17179869184
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 17:00:00,05/19/13 18:00:00,3242
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 17:00:00,05/19/13 18:00:00,1208
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 17:00:00,05/19/13 18:00:00,1
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 17:00:00,05/19/13 18:00:00,516524
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 17:00:00,05/19/13 18:00:00,452980
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 18:00:00,05/19/13 19:00:00,2589
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 18:00:00,05/19/13 19:00:00,8367
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 18:00:00,05/19/13 19:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 18:00:00,05/19/13 19:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 18:00:00,05/19/13 19:00:00,11504
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 18:00:00,05/19/13 19:00:00,3101
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 18:00:00,05/19/13 19:00:00,9
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 18:00:00,05/19/13 19:00:00,481920
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 18:00:00,05/19/13 19:00:00,439462
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 19:00:00,05/19/13 20:00:00,12647
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 19:00:00,05/19/13 20:00:00,8946
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 19:00:00,05/19/13 20:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 19:00:00,05/19/13 20:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 19:00:00,05/19/13 20:00:00,2212280
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 19:00:00,05/19/13 20:00:00,408404
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 19:00:00,05/19/13 20:00:00,9
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,05/19/13 19:00:00,05/19/13 20:00:00,360
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 19:00:00,05/19/13 20:00:00,681598
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 19:00:00,05/19/13 20:00:00,596249
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 20:00:00,05/19/13 21:00:00,1541
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 20:00:00,05/19/13 21:00:00,1864
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 20:00:00,05/19/13 21:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 20:00:00,05/19/13 21:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 20:00:00,05/19/13 21:00:00,33956
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 20:00:00,05/19/13 21:00:00,22762
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 20:00:00,05/19/13 21:00:00,9
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 20:00:00,05/19/13 21:00:00,1185234
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 20:00:00,05/19/13 21:00:00,1039112
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 21:00:00,05/19/13 22:00:00,71390
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 21:00:00,05/19/13 22:00:00,48844
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 21:00:00,05/19/13 22:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 21:00:00,05/19/13 22:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 21:00:00,05/19/13 22:00:00,11679227
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 21:00:00,05/19/13 22:00:00,863711
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 21:00:00,05/19/13 22:00:00,9
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,05/19/13 21:00:00,05/19/13 22:00:00,360
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 21:00:00,05/19/13 22:00:00,2949117
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 21:00:00,05/19/13 22:00:00,2545251
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 22:00:00,05/19/13 23:00:00,1633
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 22:00:00,05/19/13 23:00:00,153
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 22:00:00,05/19/13 23:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 22:00:00,05/19/13 23:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 22:00:00,05/19/13 23:00:00,56526597
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 22:00:00,05/19/13 23:00:00,27263044
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/19/13 22:00:00,05/19/13 23:00:00,180
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 22:00:00,05/19/13 23:00:00,9
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/19/13 22:00:00,05/19/13 23:00:00,1018761
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/19/13 22:00:00,05/19/13 23:00:00,860521
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/19/13 23:00:00,05/20/13 00:00:00,124
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/19/13 23:00:00,05/20/13 00:00:00,21
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/19/13 23:00:00,05/20/13 00:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/19/13 23:00:00,05/20/13 00:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/19/13 23:00:00,05/20/13 00:00:00,172645712
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/19/13 23:00:00,05/20/13 00:00:00,79137380
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/19/13 23:00:00,05/20/13 00:00:00,9
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/20/13 00:00:00,05/20/13 01:00:00,400
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/20/13 00:00:00,05/20/13 01:00:00,127
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/20/13 00:00:00,05/20/13 01:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/20/13 00:00:00,05/20/13 01:00:00,85899345920
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/20/13 00:00:00,05/20/13 01:00:00,104095648
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/20/13 00:00:00,05/20/13 01:00:00,47076750
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/20/13 00:00:00,05/20/13 01:00:00,960
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/20/13 00:00:00,05/20/13 01:00:00,9
AmazonEC2,PublicIP-Out,USW2-USW1-AWS-Out-Bytes,,05/20/13 00:00:00,05/20/13 01:00:00,1122558
AmazonEC2,PublicIP-In,USW2-USW1-AWS-In-Bytes,,05/20/13 00:00:00,05/20/13 01:00:00,972221
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/20/13 01:00:00,05/20/13 02:00:00,124
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/20/13 01:00:00,05/20/13 02:00:00,32
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/20/13 01:00:00,05/20/13 02:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/20/13 01:00:00,05/20/13 02:00:00,85899345920
